Date,Symbol,Adj Close,Close,High,Low,Open,Volume
3/30/10,MMM,44.97821426,70.46822357,70.6521759,68.76254272,68.86287689,10410702
3/31/10,MMM,44.59931183,69.87458038,70.61872864,69.69063568,70.27591705,5186693
4/1/10,MMM,44.74871826,70.10869598,70.42642212,69.73244476,70.12541962,3547097
4/5/10,MMM,44.93019104,70.39297485,70.63545227,69.8829422,70.4180603,3110557
4/6/10,MMM,45.01557159,70.52675629,70.62709045,69.85785675,70.15050507,3837366
4/7/10,MMM,44.64733124,69.94983673,70.76087189,69.56521606,70.32608795,5338346
4/8/10,MMM,44.26842117,69.35618591,69.89966583,69.20568848,69.74080658,4494209
4/9/10,MMM,44.55661011,69.80769348,69.95819092,69.22240448,69.37290955,3449144
4/12/10,MMM,44.44454575,69.6321106,70.03344727,69.47324371,70.03344727,3140816
4/13/10,MMM,44.79676056,70.1839447,70.43478394,69.13879395,69.43143463,5090176
4/14/10,MMM,45.03692627,70.56020355,70.62709045,69.79933167,70.15885925,4343992
4/15/10,MMM,45.36247253,71.07023621,71.07023621,70.17558289,70.3511734,5424458
4/16/10,MMM,44.70070648,70.03344727,71.02842712,69.56521606,70.81939697,6389391
4/19/10,MMM,44.77544022,70.15050507,70.34281158,69.5150528,69.90802765,4250823
4/20/10,MMM,45.50655746,71.29598999,71.78093719,70.50167084,70.57691956,6859060
4/21/10,MMM,45.73604584,71.65551758,71.78093719,71.12876129,71.43812561,5409388
4/22/10,MMM,45.92282867,71.94815826,72.02341461,70.62709045,71.15384674,5534729
4/23/10,MMM,46.20567703,72.39130402,72.81772614,71.8478241,72.05685425,4772758
4/26/10,MMM,46.66463852,73.11036682,73.40300751,72.52508545,72.59197235,7521524
4/27/10,MMM,46.94747543,73.55351257,75.45986938,73.3862915,75.1839447,13321885
4/28/10,MMM,47.09158325,73.77926636,74.48160553,73.28594971,74.32273865,6853798
4/29/10,MMM,47.67327499,74.69063568,75.25083923,74.1137085,74.36454773,6319903
4/30/10,MMM,47.32104874,74.13879395,75,73.91304016,74.16387939,6293352
5/3/10,MMM,47.92943954,75.09197235,75.25083923,74.09699249,74.57357788,5558290
5/4/10,MMM,46.79271317,73.31103516,74.59866333,72.75083923,74.59866333,6525854
5/5/10,MMM,46.21101379,72.39966583,72.92642212,71.97324371,72.77591705,5836480
5/6/10,MMM,44.95687866,70.43478394,75.68561554,57.65886307,71.95652008,10950576
5/7/10,MMM,44.09765244,69.08863068,70.49330902,67.94314575,69.94983673,10009085
5/10/10,MMM,45.88013077,71.88127136,72.77591705,70.98662567,71.57190704,7500834
5/11/10,MMM,45.38381577,71.10367584,71.88127136,70.96154022,71.22073364,5693917
5/12/10,MMM,46.13096237,72.27424622,72.42475128,71.24581909,71.39632416,4103476
5/13/10,MMM,45.67733765,71.56354523,72.74247742,71.42140198,71.95652008,3963903
5/14/10,MMM,45.19168091,70.80267334,71.53009796,70.19230652,71.12039948,4949526
5/17/10,MMM,45.19168091,70.80267334,71.18729401,69.41471863,70.96990204,3817273
5/18/10,MMM,44.83946228,70.25083923,72.07357788,70.10869598,71.14548492,6243000
5/19/10,MMM,44.32660675,69.01337433,69.68227386,68.52006531,69.68227386,7660619
5/20/10,MMM,42.73698425,66.53845978,68.11872864,66.47157288,67.8678894,10468229
5/21/10,MMM,43.33846283,67.47491455,67.53344727,65.33444977,65.56856537,7761681
5/24/10,MMM,42.74234772,66.54682159,67.50836182,66.42140198,67.5,4336576
5/25/10,MMM,42.67791748,66.44648743,66.51337433,64.64046478,65.80267334,6823419
5/26/10,MMM,42.51680756,66.19564819,67.46655273,66.07859802,66.88963318,5646196
5/27/10,MMM,43.73051071,68.08528137,68.16889954,66.92308044,67.23244476,5447660
5/28/10,MMM,42.59197235,66.31270599,68.30267334,65.85284424,68.16889954,7753429
6/1/10,MMM,41.92606735,65.27591705,66.78093719,65.19230652,65.81939697,5190879
6/2/10,MMM,42.28587341,65.83612061,65.96154022,64.80769348,65.71906281,6905226
6/3/10,MMM,42.07105637,65.50167084,66.68896484,64.9331131,66.29598999,9425556
6/4/10,MMM,40.86810684,63.62876129,64.62374878,63.37792587,64.62374878,9750749
6/7/10,MMM,40.13774872,62.49163818,64.26421356,62.44983292,63.67892838,7113569
6/8/10,MMM,40.23441696,62.64213943,62.83444977,60.80267715,62.49163818,8646482
6/9/10,MMM,40.16461563,62.53344345,63.62876129,62.29096985,63.10200882,5744508
6/10/10,MMM,41.58236694,64.74080658,64.87458038,63.22742462,63.36120224,7420582
6/11/10,MMM,42.04956818,65.46822357,65.54347992,64.06354523,64.09699249,5534729
6/14/10,MMM,41.96365738,65.33444977,66.32942963,65.26755524,66.04515076,4319952
6/15/10,MMM,42.83901215,66.69732666,66.77257538,65.83612061,66.12876129,3866907
6/16/10,MMM,43.43513107,67.62541962,67.72575378,66.04515076,66.28762817,6410321
6/17/10,MMM,43.51567459,67.75083923,68.0351181,66.80602264,68.01003265,4755774
6/18/10,MMM,43.59623718,67.87625122,68.04347992,67.20735931,67.59197235,6285937
6/21/10,MMM,43.75196838,68.11872864,69.397995,67.78427887,68.52842712,4860544
6/22/10,MMM,42.97864532,66.91471863,68.45317841,66.78929901,68.31939697,3727693
6/23/10,MMM,43.02697754,66.98996735,67.42475128,66.42976379,67.0819397,4266252
6/24/10,MMM,41.98513794,65.3678894,66.75585175,65.10869598,66.7307663,5190760
6/25/10,MMM,42.37179947,65.96990204,66.12876129,65.1170578,65.66053772,5190520
6/28/10,MMM,42.41477203,66.03678894,66.66387939,65.45986938,66.01170349,3700424
6/29/10,MMM,42.15161896,65.62709045,66.08695984,64.25585175,65.81939697,10220298
6/30/10,MMM,42.42013168,66.04515076,67.07357788,65.39297485,65.39297485,8303708
7/1/10,MMM,42.18384171,65.67726135,66.37123871,65.07524872,66.10367584,8146793
7/2/10,MMM,41.71125793,64.94147491,66.05351257,64.41471863,65.8862915,4517172
7/6/10,MMM,41.96365738,65.33444977,66.37123871,64.79933167,65.59364319,4798950
7/7/10,MMM,43.2417984,67.32441711,67.37458038,65.15885925,65.58528137,5929648
7/8/10,MMM,43.61772537,67.90969849,68.21906281,66.9648819,67.82608795,4755057
7/9/10,MMM,44.12252426,68.69564819,68.77090454,67.81772614,67.81772614,3369610
7/12/10,MMM,44.17621994,68.77926636,68.77926636,68.02675629,68.45317841,3835094
7/13/10,MMM,44.86898422,69.85785675,70.71070099,69.26421356,69.26421356,6144330
7/14/10,MMM,44.6004715,69.43979645,69.96655273,68.97157288,69.50669098,3724703
7/15/10,MMM,44.60584259,69.44815826,69.54013062,68.16889954,69.54013062,5551832
7/16/10,MMM,43.47270966,67.6839447,69.20568848,67.47491455,69.15551758,5145790
7/19/10,MMM,43.61772537,67.90969849,68.18561554,66.95652008,68.12709045,3652823
7/20/10,MMM,44.13862991,68.72073364,68.84615326,66.897995,67.29096985,3648757
7/21/10,MMM,44.19768906,68.81270599,69.48996735,68.01003265,69.09699249,5971269
7/22/10,MMM,45.51344681,70.86120605,71.18729401,70.10869598,70.84448242,8555227
7/23/10,MMM,46.27602386,72.04849243,72.1321106,70.52675629,70.81939697,5452684
7/26/10,MMM,46.89360428,73.01003265,73.13545227,71.81438446,72.32441711,5782062
7/27/10,MMM,46.61434937,72.57524872,73.06856537,72.18227386,72.87625122,5075585
7/28/10,MMM,46.55526352,72.48327637,72.74247742,72.09030151,72.27424622,3378222
7/29/10,MMM,46.36732483,72.19063568,73.14381409,71.67224121,72.78427887,3999663
7/30/10,MMM,45.93770218,71.52173615,72.1989975,70.95317841,71.48829651,5674542
8/2/10,MMM,46.94194412,73.08528137,73.39464569,72.50836182,72.57524872,4352244
8/3/10,MMM,46.83452988,72.9180603,73.20233917,72.47491455,72.72575378,3415178
8/4/10,MMM,47.25879288,73.57859802,73.63712311,72.93478394,72.99330902,2658230
8/5/10,MMM,47.10842133,73.34448242,73.51170349,72.71739197,73.00167084,3018226
8/6/10,MMM,46.87751389,72.9849472,73.19397736,71.92308044,72.58361053,3230755
8/9/10,MMM,47.27488327,73.60367584,73.89632416,73.08528137,73.35284424,3812130
8/10/10,MMM,46.78083038,72.83444977,73.39464569,71.78093719,73.08528137,4355114
8/11/10,MMM,45.16436386,70.31772614,71.897995,69.84114075,71.82273865,5388698
8/12/10,MMM,45.11604309,70.24247742,70.76087189,69.53177643,69.6488266,4108619
8/13/10,MMM,45.11604309,70.24247742,70.61036682,70.01672363,70.15050507,2486604
8/16/10,MMM,44.8045578,69.75752258,70.20066833,68.83779144,69.67391205,2820646
8/17/10,MMM,45.15898895,70.30936432,70.97826385,69.12207031,69.3478241,5232022
8/18/10,MMM,45.18331528,69.90802765,70.2341156,68.90467834,70.05016327,3825884
8/19/10,MMM,44.2105751,68.40300751,69.7658844,67.88461304,69.67391205,4735323
8/20/10,MMM,43.58911133,67.44147491,68.09364319,66.98160553,67.72575378,5209058
8/23/10,MMM,43.81609344,67.79264069,68.81270599,67.64214325,67.7341156,3879106
8/24/10,MMM,43.4756279,67.2658844,67.72575378,66.44648743,67.05685425,5353176
8/25/10,MMM,43.63775253,67.51672363,67.80936432,66.44648743,66.897995,4278212
8/26/10,MMM,43.11355972,66.70568848,68.00167084,66.47157288,67.94314575,4278092
8/27/10,MMM,43.77285767,67.72575378,67.8010025,66.22073364,66.98996735,4121296
8/30/10,MMM,43.04328918,66.59699249,67.45819092,66.53845978,67.35785675,2880446
8/31/10,MMM,42.4488678,65.67726135,67.05685425,65.55184174,66.52173615,5927376
9/1/10,MMM,43.77825165,67.7341156,67.80936432,66.29598999,66.47993469,5390372
9/2/10,MMM,44.24301529,68.45317841,68.46990204,67.58361053,68.09364319,2963449
9/3/10,MMM,45.11307526,69.79933167,69.99163818,69.03009796,69.04682159,3515881
9/7/10,MMM,44.3889122,68.67893219,69.71572113,68.57859802,69.59030151,3706643
9/8/10,MMM,44.71857071,69.18896484,69.99163818,68.73745728,68.73745728,3333252
9/9/10,MMM,44.83204651,69.36454773,70.3010025,68.96321106,70.16722107,2956153
9/10/10,MMM,45.36163712,70.1839447,70.29264069,69.10535431,69.28929901,2590895
9/13/10,MMM,45.85882187,70.95317841,71.04515076,70.40969849,70.70233917,3424746
9/14/10,MMM,45.73452759,70.76087189,71.07023621,70.25083923,70.80267334,3970122
9/15/10,MMM,45.70749664,70.71906281,70.86120605,69.91638947,70.62709045,2602376
9/16/10,MMM,45.90745163,71.02842712,71.07023621,70.1839447,70.25083923,2908433
9/17/10,MMM,46.51272964,71.9648819,72.04849243,71.14548492,71.35451508,7136652
9/20/10,MMM,47.23686218,73.08528137,73.2692337,71.95652008,72.12374878,4374848
9/21/10,MMM,46.77209854,72.36621857,73.26087189,71.95652008,72.44983673,4401519
9/22/10,MMM,46.81535339,72.4331131,72.87625122,72.0150528,72.3829422,2957708
9/23/10,MMM,46.2208786,71.51337433,72.53344727,71.36287689,71.78929901,2384824
9/24/10,MMM,46.99367523,72.70903015,73.13545227,71.7307663,72.24916077,4090798
9/27/10,MMM,46.57754898,72.06521606,72.83444977,71.9648819,72.62541962,2983661
9/28/10,MMM,47.03690338,72.77591705,73.01003265,71.43812561,72.44983673,3088790
9/29/10,MMM,47.10715866,72.88461304,73.28594971,72.17391205,72.45819092,3487177
9/30/10,MMM,46.85857391,72.5,73.57859802,72.0819397,73.39464569,4347101
10/1/10,MMM,47.35033798,73.26087189,73.48662567,72.65885925,73.06020355,3828276
10/4/10,MMM,46.85315704,72.49163818,73.35284424,71.99832916,72.9849472,2734415
10/5/10,MMM,48.02044296,74.29766083,74.41471863,73.00167084,73.00167084,5516191
10/6/10,MMM,48.57706833,75.15885925,75.16722107,74.13043213,74.13043213,4948330
10/7/10,MMM,48.04204559,74.33110046,75.1839447,73.94648743,75.13378143,3972992
10/8/10,MMM,48.18257141,74.54849243,75.10033417,73.93812561,75.10033417,2708222
10/11/10,MMM,47.69081879,73.78762817,74.83277893,73.55351257,74.8160553,3116656
10/12/10,MMM,47.63677216,73.70401001,74.03009796,72.55852509,73.51170349,2991674
10/13/10,MMM,48.17175674,74.53177643,75.02508545,73.68729401,73.68729401,3803160
10/14/10,MMM,48.13393021,74.47324371,74.6321106,73.87960052,74.54013062,2767185
10/15/10,MMM,48.17175674,74.53177643,75.15885925,73.88796234,75.04180908,3704132
10/18/10,MMM,48.4527626,74.96655273,75.1839447,74.15551758,74.48996735,3219632
10/19/10,MMM,47.85293198,74.03845978,74.38127136,73.16889954,74.20568848,4650168
10/20/10,MMM,48.35010147,74.80769348,75.20903015,74.08026886,74.18896484,3372002
10/21/10,MMM,48.93375015,75.71070099,76.00334167,75.01672363,75.14214325,6738025
10/22/10,MMM,48.87427521,75.61872864,75.77759552,75.26755524,75.62709045,2763717
10/25/10,MMM,49.12286377,76.00334167,76.49665833,75.77759552,75.77759552,3818708
10/26/10,MMM,48.8904953,75.64381409,76.07023621,75.3678894,75.81939697,2712767
10/27/10,MMM,48.83646393,75.56020355,75.69397736,74.04682159,75.24247742,4064606
10/28/10,MMM,45.97230148,71.12876129,73.57859802,70.0668869,73.42809296,19408808
10/29/10,MMM,45.51295853,70.4180603,71.24581909,70.29264069,71.07859802,7277899
11/1/10,MMM,45.38327026,70.21739197,71.31270599,69.74916077,70.71070099,5342771
11/2/10,MMM,45.8264122,70.90300751,71.11203766,70.50167084,70.91136932,4562979
11/3/10,MMM,46.09660339,71.32106781,71.55518341,69.6488266,71.19564819,4881713
11/4/10,MMM,47.03690338,72.77591705,73.46990204,71.98996735,72.1488266,7900896
11/5/10,MMM,46.65862656,72.19063568,73.1521759,71.90635681,73.12709045,4454263
11/8/10,MMM,46.3992157,71.78929901,72.40802765,71.53009796,71.73912811,6596060
11/9/10,MMM,46.09660339,71.32106781,72.19063568,71.02842712,72.18227386,5884918
11/10/10,MMM,46.60998917,72.11538696,72.3160553,71.31270599,71.32106781,4782804
11/11/10,MMM,46.74508667,72.32441711,72.37458038,71.25418091,71.67224121,6997557
11/12/10,MMM,46.60458755,72.10702515,72.88461304,71.59699249,71.92308044,4931945
11/15/10,MMM,46.58294296,72.07357788,72.55852509,72.02341461,72.48327637,3744796
11/16/10,MMM,45.52377319,70.43478394,71.72240448,70.20903015,71.66387939,6816961
11/17/10,MMM,45.65155411,70.19230652,70.66889954,69.83277893,70.3010025,3744198
11/18/10,MMM,46.5216217,71.53009796,71.69732666,70.70233917,70.93645477,4277374
11/19/10,MMM,46.22798538,71.07859802,71.53009796,70.83612061,71.51337433,3852675
11/22/10,MMM,46.16816711,70.98662567,71.12039948,70.20903015,70.78594971,3559655
11/23/10,MMM,45.45578384,69.89130402,70.68561554,69.5150528,70.15885925,4704107
11/24/10,MMM,46.03766251,70.78594971,70.91136932,70.3010025,70.64381409,4613690
11/26/10,MMM,45.89627075,70.56856537,71.12876129,70.16722107,70.61872864,1986915
11/29/10,MMM,45.79838181,70.4180603,70.55184174,69.397995,69.98327637,4293640
11/30/10,MMM,45.66786957,70.21739197,70.4849472,69.42308044,69.60702515,4142346
12/1/10,MMM,46.79353714,71.94815826,72.51672363,71.40467834,71.42140198,6163825
12/2/10,MMM,47.04367065,72.33277893,72.8511734,72.03177643,72.10702515,5092448
12/3/10,MMM,47.27750778,72.69230652,72.94314575,71.74748993,71.95652008,3481197
12/6/10,MMM,47.24487686,72.64214325,73.09364319,72.42475128,72.74247742,3785818
12/7/10,MMM,45.78207779,70.39297485,72.8010025,70.07524872,72.47491455,12390082
12/8/10,MMM,46.04852295,70.80267334,70.91973114,69.59030151,69.59030151,6153779
12/9/10,MMM,45.73856735,70.32608795,71.11203766,70,71.05351257,4303328
12/10/10,MMM,45.85274887,70.50167084,70.58528137,70.02508545,70.52675629,5326027
12/13/10,MMM,46.38568878,71.32106781,71.67224121,70.59364319,70.68561554,5100103
12/14/10,MMM,46.67933655,71.77257538,71.83110046,71.08695984,71.26254272,3436586
12/15/10,MMM,46.66300964,71.74748993,72.74247742,71.44648743,71.77257538,5691166
12/16/10,MMM,46.98386765,72.24080658,72.39130402,71.19564819,71.81438446,3194038
12/17/10,MMM,46.96754074,72.21572113,72.44983673,71.82273865,72.23244476,4372337
12/20/10,MMM,47.49502563,73.02675629,73.42809296,71.99832916,72.40802765,4787110
12/21/10,MMM,47.0545311,72.34949493,73.24414825,72.09866333,73.17726135,3906016
12/22/10,MMM,47.15787506,72.50836182,72.65885925,71.76421356,72.24916077,2866573
12/23/10,MMM,47.02192307,72.29933167,72.62541962,72.09866333,72.5668869,2260679
12/27/10,MMM,47.31557846,72.75083923,72.95150757,71.90635681,72.22408295,1896258
12/28/10,MMM,47.16875458,72.52508545,73.09364319,72.27424622,72.75083923,2116561
12/29/10,MMM,47.17962265,72.54180908,72.90969849,72.36621857,72.60869598,1993493
12/30/10,MMM,47.0599823,72.35785675,72.76755524,72.21572113,72.55852509,1797468
12/31/10,MMM,46.92947769,72.15718842,72.72575378,71.91471863,72.34949493,2142634
1/3/11,MMM,47.19595337,72.5668869,73.01839447,72.52508545,72.53344727,3148829
1/4/11,MMM,47.13068771,72.46655273,72.97658539,72.14046478,72.74247742,3162344
1/5/11,MMM,47.13068771,72.46655273,73.49497986,72.00669098,72.1488266,4881235
1/6/11,MMM,46.84246445,72.02341461,72.90133667,71.59699249,72.62541962,4129310
1/7/11,MMM,46.8914032,72.09866333,73.00167084,71.86454773,72.36621857,4013178
1/10/11,MMM,47.39171219,72.8678894,73.01839447,71.67224121,71.67224121,4156339
1/11/11,MMM,47.71256638,73.36120605,73.86287689,73.01839447,73.01839447,3617182
1/12/11,MMM,48.21281815,74.13043213,74.21405029,73.51170349,73.59532166,3268548
1/13/11,MMM,47.87567139,73.61203766,74.30602264,73.37792969,73.97157288,2812872
1/14/11,MMM,47.90831757,73.66220856,73.67057037,73.11872864,73.36120605,2504783
1/18/11,MMM,47.93004227,73.69564819,73.99665833,73.33612061,73.44481659,2779145
1/19/11,MMM,47.83218765,73.54515076,74.19732666,73.29431152,73.78762817,2753431
1/20/11,MMM,47.87567139,73.61203766,73.89632416,72.95150757,73.46154022,2592210
1/21/11,MMM,48.55540848,74.65718842,74.74080658,73.88796234,74.13043213,4677915
1/24/11,MMM,49.11552429,75.51839447,75.66889954,74.4648819,74.59030151,7558242
1/25/11,MMM,48.12581635,73.99665833,74.83277893,72.90969849,74.74916077,8947037
1/26/11,MMM,48.70768738,74.89130402,75.01672363,73.93812561,74.06354523,4900969
1/27/11,MMM,48.50104141,74.57357788,75.49330902,74.43143463,74.5819397,3925750
1/28/11,MMM,47.54940796,73.11036682,74.99163818,72.95150757,74.77424622,5893410
1/31/11,MMM,47.81041336,73.51170349,73.73745728,73.00167084,73.52006531,4923334
2/1/11,MMM,47.73973083,73.40300751,73.82942963,73.11036682,73.59532166,4778259
2/2/11,MMM,47.71797562,73.36956787,73.95484924,73.31103516,73.31103516,3459550
2/3/11,MMM,47.82674026,73.53678894,73.80435181,73.20233917,73.42809296,2370711
2/4/11,MMM,48.0116272,73.82106781,73.90467834,73.28594971,73.51170349,2360784
2/7/11,MMM,48.28352356,74.23912811,74.62374878,73.41973114,73.72073364,3135553
2/8/11,MMM,48.65332413,74.80769348,74.83277893,74.2307663,74.38963318,3238768
2/9/11,MMM,49.36567688,75.90300751,75.95317841,74.95819092,74.97491455,5724654
2/10/11,MMM,49.19167709,75.63545227,75.81939697,75.21739197,75.45150757,3333850
2/11/11,MMM,49.92034912,76.75585175,76.88127136,75.3010025,75.5351181,4078360
2/14/11,MMM,49.97471237,76.83946228,77.17391205,76.68896484,76.68896484,4088526
2/15/11,MMM,50.0290947,76.92308044,77.04013062,76.08695984,76.52173615,3554392
2/16/11,MMM,50.51053619,77.1989975,77.71739197,76.46321106,76.47157288,4672174
2/17/11,MMM,50.72935104,77.53344727,77.72575378,76.93979645,77.04013062,3748503
2/18/11,MMM,50.85517502,77.72575378,77.7341156,76.9648819,77.53344727,4108499
2/22/11,MMM,50.32999039,76.92308044,78.30267334,76.77257538,77.53344727,6018631
2/23/11,MMM,49.3780899,75.46822357,77.40802765,75.14214325,77.39966583,6411636
2/24/11,MMM,49.25227737,75.27591705,75.86120605,74.64046478,75.61036682,4778857
2/25/11,MMM,49.37263489,75.45986938,75.81103516,74.99163818,75.04180908,3419962
2/28/11,MMM,50.45581055,77.11538696,77.45819092,76.17057037,76.83946228,5737690
3/1/11,MMM,49.48752213,75.63545227,77.21572113,75.61872864,77.0819397,4793688
3/2/11,MMM,49.95799255,76.35451508,77.09030151,75.45150757,75.45150757,3360162
3/3/11,MMM,50.77312088,77.60033417,78.09364319,76.79766083,76.79766083,3661076
3/4/11,MMM,50.43392181,77.0819397,78.00167084,76.37960052,77.51672363,3313398
3/7/11,MMM,50.5488205,77.25752258,78.21906281,76.93979645,77.40802765,4533438
3/8/11,MMM,51.28734589,78.3862915,78.72909546,77.17391205,77.23244476,4333945
3/9/11,MMM,50.97005463,77.90133667,78.37792969,77.40802765,78.19397736,2533008
3/10/11,MMM,49.24133682,75.25919342,77.19063568,75.25083923,77.19063568,6097686
3/11/11,MMM,50.11665344,76.59699249,76.9648819,75.00836182,75.00836182,4201548
3/14/11,MMM,49.79387283,76.10367584,76.26254272,75.16722107,76.26254272,4244604
3/15/11,MMM,48.96234131,74.83277893,75.32608795,73.62876129,74.45652008,6307106
3/16/11,MMM,47.89556122,73.20233917,74.61538696,72.66722107,74.4648819,7639450
3/17/11,MMM,48.51921463,74.15551758,74.38963318,73.62039948,74.07190704,4283235
3/18/11,MMM,48.67786789,74.397995,75.33444977,74.02173615,75.01672363,5768547
3/21/11,MMM,49.7555809,76.04515076,76.75585175,75.39297485,75.47658539,4276896
3/22/11,MMM,49.6187973,75.83612061,76.48829651,75.59364319,76.05351257,2472252
3/23/11,MMM,50.40658569,77.04013062,77.47491455,75.75251007,75.7692337,4757808
3/24/11,MMM,50.64728546,77.40802765,77.74247742,76.83110046,77.4331131,3104577
3/25/11,MMM,50.47769928,77.1488266,77.72575378,77.03177643,77.65050507,3287206
3/28/11,MMM,50.39564896,77.02341461,77.60869598,77.02341461,77.27424622,2887503
3/29/11,MMM,50.78952789,77.62541962,77.67558289,76.83946228,77.1488266,2656794
3/30/11,MMM,50.58712006,77.3160553,77.89297485,77.1989975,77.62541962,4265534
3/31/11,MMM,51.15058899,78.17726135,78.31939697,77.22408295,77.2658844,3830668
4/1/11,MMM,50.94816971,77.8678894,78.87123871,77.44147491,78.20233917,4241853
4/4/11,MMM,51.22717667,78.29431152,78.45317841,77.49163818,77.49163818,2340094
4/5/11,MMM,51.09041595,78.08528137,78.59532166,77.77591705,78.18561554,2695066
